id,slug,name,country,region,timezone,lat,lng,population
parnaiba,parnaiba,Parnaíba,BR,,America/Fortaleza,-2.9,-41.78,138008
bertoua,bertoua,Bertoua,CM,,Africa/Douala,4.58,13.68,137993
jacmel,jacmel,Jacmel,HT,,America/Port-au-Prince,18.24,-72.54,137966
srikakulam,srikakulam,Srikakulam,IN,,Asia/Kolkata,18.3,83.9,137944
candelaria,candelaria,Candelaria,PH,Calabarzon,Asia/Manila,13.93,121.42,137933
vinhlong,vinhlong,Vĩnh Long,VN,,Asia/Ho_Chi_Minh,10.25,105.97,137870
praia,praia,Praia,CV,,Atlantic/Cape_Verde,14.93,-23.51,137868
araruama,araruama,Araruama,BR,,America/Sao_Paulo,-22.87,-42.34,137773
liangping,liangping,Liangping,CN,Chongqing,Asia/Shanghai,30.66,107.77,137620
kirdasah,kirdasah,Kirdāsah,EG,,Africa/Cairo,30.03,31.11,137588
itu,itu,Itu,BR,,America/Sao_Paulo,-23.26,-47.3,137586
ponce,ponce,Ponce,PR,,America/Puerto_Rico,18.01,-66.62,137491
doilungdeqen,doilungdeqen,Doilungdêqên,CN,,Asia/Shanghai,29.66,90.99,137451
jieshi,jieshi,Jieshi,CN,Guangdong,Asia/Shanghai,22.81,115.83,137444
hejiang,hejiang,Hejiang,CN,Sichuan,Asia/Shanghai,28.81,105.83,137437
pasirputeh,pasirputeh,Pasir Puteh,MY,,Asia/Kuala_Lumpur,5.83,102.4,137400
mandya,mandya,Mandya,IN,,Asia/Kolkata,12.52,76.9,137358
xiayang,xiayang,Xiayang,CN,Shanghai,Asia/Shanghai,31.15,121.12,137321
nornork,nornork,Nor Nork,AM,,Asia/Yerevan,40.2,44.57,137300
dixinn,dixinn,Dixinn,GN,,Africa/Conakry,9.55,-13.67,137287
bhisho,bhisho,Bhisho,ZA,,Africa/Johannesburg,-32.85,27.44,137287
freguesiadoo,freguesiadoo,Freguesia do Ó,BR,,America/Sao_Paulo,-23.5,-46.7,137240
subang,subang,Subang,ID,West Java,Asia/Jakarta,-6.57,107.76,137234
madhurampurdehri,madhurampurdehri,Madhurampur Dehri,IN,,Asia/Kolkata,24.97,84.2,137231
negombo,negombo,Negombo,LK,,Asia/Colombo,7.21,79.84,137223
irakleion,irakleion,Irákleion,GR,,Europe/Athens,35.33,25.14,137154
hampton,hampton,Hampton,US,Virginia,America/New_York,37.03,-76.35,137148
wuyishan,wuyishan,Wuyishan,CN,Fujian,Asia/Shanghai,27.76,118.03,137133
miramar,miramar,Miramar,US,,America/New_York,25.99,-80.23,137132
jiashan,jiashan,Jiashan,CN,Zhejiang,Asia/Shanghai,30.85,120.93,137112
bilqas,bilqas,Bilqās,EG,,Africa/Cairo,31.21,31.36,137080
rangkasbitung,rangkasbitung,Rangkasbitung,ID,,Asia/Jakarta,-6.36,106.25,137041
odintsovo,odintsovo,Odintsovo,RU,,Europe/Moscow,55.67,37.28,137041
foggia,foggia,Foggia,IT,,Europe/Rome,41.46,15.55,137032
antsiranana,antsiranana,Antsiranana,MG,,Indian/Antananarivo,-12.32,49.29,136959
kanchrapara,kanchrapara,Kānchrāpāra,IN,,Asia/Kolkata,22.96,88.43,136954
sanjuansacatepequez,sanjuansacatepequez,San Juan Sacatepéquez,GT,,America/Guatemala,14.72,-90.64,136886
minoh,minoh,Minoh,JP,,Asia/Tokyo,34.83,135.47,136868
funtua,funtua,Funtua,NG,,Africa/Lagos,11.52,7.31,136811
stcatharines,stcatharines,St. Catharines,CA,,America/Toronto,43.17,-79.24,136803
dawei,dawei,Dawei,MM,,Asia/Yangon,14.08,98.19,136783
igboho,igboho,Igboho,NG,,Africa/Lagos,8.84,3.76,136764
gunungsitoli,gunungsitoli,Gunungsitoli,ID,,Asia/Jakarta,1.29,97.61,136707
apeldoorn,apeldoorn,Apeldoorn,NL,,Europe/Amsterdam,52.21,5.97,136670
cidadelider,cidadelider,Cidade Lider,BR,,America/Sao_Paulo,-23.56,-46.49,136660
marivan,marivan,Marīvān,IR,,Asia/Tehran,35.52,46.18,136654
phuly,phuly,Phủ Lý,VN,,Asia/Bangkok,20.55,105.91,136654
divo,divo,Divo,CI,,Africa/Abidjan,5.84,-5.36,136627
huinong,huinong,Huinong,CN,,Asia/Shanghai,39.23,106.77,136570
ebina,ebina,Ebina,JP,Kanagawa,Asia/Tokyo,35.38,139.4,136516
larache,larache,Larache,MA,,Africa/Casablanca,35.19,-6.16,136505
varginha,varginha,Varginha,BR,,America/Sao_Paulo,-21.55,-45.43,136467
paris14observatoire,paris14observatoire,Paris 14 Observatoire,FR,,Europe/Paris,48.83,2.33,136455
vannuys,vannuys,Van Nuys,US,,America/Los_Angeles,34.19,-118.45,136443
bush,bush,Būsh,EG,,Africa/Cairo,29.15,31.13,136441
mlolongo,mlolongo,Mlolongo,KE,,Africa/Nairobi,-1.4,36.94,136351
campolargo,campolargo,Campo Largo,BR,,America/Sao_Paulo,-25.46,-49.53,136327
sanjosedelcabo,sanjosedelcabo,San José del Cabo,MX,,America/Mazatlan,23.05,-109.7,136285
cachoeirinha_br_riograndedosul,cachoeirinha_br_riograndedosul,Cachoeirinha,BR,Rio Grande do Sul,America/Sao_Paulo,-29.95,-51.09,136258
westvalleycity,westvalleycity,West Valley City,US,,America/Denver,40.69,-112,136208
kisarazu,kisarazu,Kisarazu,JP,,Asia/Tokyo,35.38,139.93,136166
gejiu,gejiu,Gejiu,CN,,Asia/Shanghai,23.36,103.15,136135
bacau,bacau,Bacău,RO,,Europe/Bucharest,46.57,26.91,136087
saaba,saaba,Saaba,BF,,Africa/Ouagadougou,12.37,-1.41,136011
mingaladon,mingaladon,Mingaladon,MM,,Asia/Yangon,16.92,96.1,136000
dimapur,dimapur,Dimāpur,IN,,Asia/Kolkata,25.91,93.72,135860
sasolburg,sasolburg,Sasolburg,ZA,,Africa/Johannesburg,-26.81,27.82,135828
cheras,cheras,Cheras,MY,,Asia/Kuala_Lumpur,3.11,101.73,135823
tasekglugor,tasekglugor,Tasek Glugor,MY,,Asia/Kuala_Lumpur,5.48,100.5,135786
osorno,osorno,Osorno,CL,,America/Santiago,-40.57,-73.13,135773
jiagedaqi,jiagedaqi,Jiagedaqi,CN,,Asia/Shanghai,50.42,124.12,135760
tumxuk,tumxuk,Tumxuk,CN,Xinjiang,Asia/Urumqi,39.87,79.06,135727
kushtia,kushtia,Kushtia,BD,,Asia/Dhaka,23.9,89.12,135724
pitalito,pitalito,Pitalito,CO,,America/Bogota,1.85,-76.05,135711
barysaw,barysaw,Barysaw,BY,,Europe/Minsk,54.23,28.51,135696
baliuag,baliuag,Baliuag,PH,,Asia/Manila,14.95,120.9,135679
hoankiem,hoankiem,Hoàn Kiếm,VN,,Asia/Bangkok,21.03,105.85,135618
kajansi,kajansi,Kajansi,UG,,Africa/Kampala,0.22,32.53,135600
isahaya,isahaya,Isahaya,JP,,Asia/Tokyo,32.84,130.04,135546
dayton,dayton,Dayton,US,Ohio,America/New_York,39.76,-84.19,135512
camphamines,camphamines,Cẩm Phả Mines,VN,,Asia/Ho_Chi_Minh,21.02,107.3,135477
petapa,petapa,Petapa,GT,,America/Guatemala,14.5,-90.56,135447
malerkotla,malerkotla,Māler Kotla,IN,,Asia/Kolkata,30.53,75.88,135424
buguma,buguma,Buguma,NG,,Africa/Lagos,4.74,6.86,135404
ahuntsiccartierville,ahuntsiccartierville,Ahuntsic-Cartierville,CA,,America/Toronto,45.57,-73.67,135336
araras,araras,Araras,BR,,America/Sao_Paulo,-22.36,-47.38,135331
shiqiao,shiqiao,Shiqiao,CN,Guangdong,Asia/Shanghai,22.95,113.36,135308
pyay,pyay,Pyay,MM,,Asia/Yangon,18.82,95.22,135308
rabak,rabak,Rabak,SD,,Africa/Khartoum,13.18,32.74,135281
tayninh,tayninh,Tây Ninh,VN,,Asia/Ho_Chi_Minh,11.31,106.1,135254
levieuxlongueuil,levieuxlongueuil,Le Vieux-Longueuil,CA,,America/Toronto,45.54,-73.51,135218
tyre,tyre,Tyre,LB,,Asia/Beirut,33.27,35.19,135204
kutaisi,kutaisi,Kutaisi,GE,,Asia/Tbilisi,42.27,42.69,135201
andimeshk,andimeshk,Andīmeshk,IR,,Asia/Tehran,32.46,48.35,135116
siwan,siwan,Siwān,IN,,Asia/Kolkata,26.22,84.36,135066
madrid_co,madrid_co,Madrid,CO,,America/Bogota,4.73,-74.26,135000
angono,angono,Angono,PH,,Asia/Manila,14.53,121.15,134975
cartago,cartago,Cartago,CO,Valle del Cauca Department,America/Bogota,4.75,-75.91,134972
shahreza,shahreza,Shahreẕā,IR,,Asia/Tehran,32.01,51.86,134952
hinthada,hinthada,Hinthada,MM,,Asia/Yangon,17.65,95.46,134947
caphaitien,caphaitien,Cap-Haïtien,HT,,America/Port-au-Prince,19.76,-72.2,134815
baturaja,baturaja,Baturaja,ID,,Asia/Jakarta,-4.13,104.17,134759
inazawa,inazawa,Inazawa,JP,,Asia/Tokyo,35.25,136.78,134751
rodriguez,rodriguez,Rodriguez,PH,,Asia/Manila,14.76,121.2,134432
kalol,kalol,Kalol,IN,Gujarat,Asia/Kolkata,23.25,72.5,134426
miandoab,miandoab,Mīāndoāb,IR,,Asia/Tehran,36.97,46.11,134425
laghouat,laghouat,Laghouat,DZ,,Africa/Algiers,33.8,2.87,134372
nevinnomyssk,nevinnomyssk,Nevinnomyssk,RU,,Europe/Moscow,44.63,41.94,134345
sanmateo,sanmateo,San Mateo,PH,Calabarzon,Asia/Manila,14.7,121.12,134327
tahta,tahta,Ţahţā,EG,,Africa/Cairo,26.77,31.5,134314
sanjuan_ph_nationalcapitalregion,sanjuan_ph_nationalcapitalregion,San Juan,PH,National Capital Region,Asia/Manila,14.6,121.03,134312
sibiu,sibiu,Sibiu,RO,,Europe/Bucharest,45.8,24.15,134309
olathe,olathe,Olathe,US,Kansas,America/Chicago,38.88,-94.82,134305
elgeneinafort,elgeneinafort,El Geneina Fort,SD,,Africa/Khartoum,13.47,22.46,134264
ikirun,ikirun,Ikirun,NG,,Africa/Lagos,7.91,4.67,134240
shenglilu,shenglilu,Shenglilu,CN,,Asia/Shanghai,29.35,105.88,134218
sannicolasdelosarroyos,sannicolasdelosarroyos,San Nicolás de los Arroyos,AR,,America/Argentina/Buenos_Aires,-33.33,-60.21,134217
leogane,leogane,Léogâne,HT,,America/Port-au-Prince,18.51,-72.63,134190
vilajacui,vilajacui,Vila Jacui,BR,,America/Sao_Paulo,-23.5,-46.46,134189
adiwerna,adiwerna,Adiwerna,ID,,Asia/Jakarta,-6.94,109.13,134188
cameta,cameta,Cametá,BR,,America/Belem,-2.24,-49.5,134184
alqurnah,alqurnah,Al Qurnah,IQ,,Asia/Baghdad,31.02,47.43,134174
abakaliki,abakaliki,Abakaliki,NG,,Africa/Lagos,6.32,8.11,134102
vitoriadesantoantao,vitoriadesantoantao,Vitória de Santo Antão,BR,,America/Recife,-8.12,-35.29,134084
marianao,marianao,Marianao,CU,,America/Havana,23.07,-82.42,134057
warren,warren,Warren,US,Michigan,America/Detroit,42.49,-83.01,134056
cizre,cizre,Cizre,TR,,Europe/Istanbul,37.33,42.18,134041
circoiscrizioneviii,circoiscrizioneviii,Circoiscrizione VIII,IT,,Europe/Rome,45.04,7.67,134028
bankura,bankura,Bānkura,IN,,Asia/Kolkata,23.23,87.07,133966
inegol,inegol,İnegol,TR,,Europe/Istanbul,40.08,29.51,133959
ebetsu,ebetsu,Ebetsu,JP,,Asia/Tokyo,43.11,141.55,133953
anyama,anyama,Anyama,CI,,Africa/Abidjan,5.49,-4.05,133905
jiawang,jiawang,Jiawang,CN,,Asia/Shanghai,34.43,117.44,133861
singaraja,singaraja,Singaraja,ID,,Asia/Makassar,-8.11,115.09,133784
patan_in_gujarat,patan_in_gujarat,Pātan,IN,Gujarat,Asia/Kolkata,23.85,72.13,133737
wuerzburg,wuerzburg,Würzburg,DE,,Europe/Berlin,49.79,9.95,133731
gjonghoi,gjonghoi,Đồng Hới,VN,,Asia/Bangkok,17.47,106.62,133672
randfontein,randfontein,Randfontein,ZA,,Africa/Johannesburg,-26.18,27.7,133654
pervouralsk,pervouralsk,Pervouralsk,RU,,Asia/Yekaterinburg,56.91,59.94,133600
gondacity,gondacity,Gondā City,IN,,Asia/Kolkata,27.13,81.95,133583
madinathamad,madinathamad,Madīnat Ḩamad,BH,,Asia/Bahrain,26.12,50.51,133550
ome,ome,Ōme,JP,,Asia/Tokyo,35.78,139.24,133535
sinnuris,sinnuris,Sinnūris,EG,,Africa/Cairo,29.41,30.87,133532
milagro,milagro,Milagro,EC,Guayas,America/Guayaquil,-2.13,-79.59,133508
jau,jau,Jaú,BR,,America/Sao_Paulo,-22.3,-48.56,133497
thornton,thornton,Thornton,US,Colorado,America/Denver,39.87,-104.97,133451
valdivia,valdivia,Valdivia,CL,,America/Santiago,-39.81,-73.25,133419
olmaliq,olmaliq,Olmaliq,UZ,,Asia/Tashkent,40.84,69.6,133400
okrika,okrika,Okrika,NG,,Africa/Lagos,4.74,7.08,133271
santacruzdosul,santacruzdosul,Santa Cruz do Sul,BR,,America/Sao_Paulo,-29.72,-52.43,133230
highwycombe,highwycombe,High Wycombe,GB,,Europe/London,51.63,-0.75,133204
carrollton,carrollton,Carrollton,US,Texas,America/Chicago,32.95,-96.89,133168
talisay,talisay,Talisay,PH,Central Visayas,Asia/Manila,10.24,123.85,133148
gao,gao,Gao,ML,,Africa/Bamako,16.27,-0.04,133110
dhaulpur,dhaulpur,Dhaulpur,IN,,Asia/Kolkata,26.69,77.88,133075
tarime,tarime,Tarime,TZ,,Africa/Dar_es_Salaam,-1.35,34.37,133043
kentron,kentron,Kentron,AM,,Asia/Yerevan,40.18,44.51,133000
milton,milton,Milton,CA,,America/Toronto,43.52,-79.88,132979
msila,msila,M'Sila,DZ,,Africa/Algiers,35.71,4.54,132975
narita,narita,Narita,JP,,Asia/Tokyo,35.78,140.32,132906
franceville,franceville,Franceville,GA,,Africa/Libreville,-1.63,13.58,132895
puqi,puqi,Puqi,CN,Hubei,Asia/Shanghai,29.72,113.88,132891
tondabayashicho,tondabayashicho,Tondabayashichō,JP,,Asia/Tokyo,34.5,135.6,132873
sandacho,sandacho,Sandachō,JP,,Asia/Tokyo,34.88,135.23,132858
gondia,gondia,Gondiā,IN,,Asia/Kolkata,21.46,80.19,132813
dunedin,dunedin,Dunedin,NZ,,Pacific/Auckland,-45.87,170.5,132800
kislovodsk,kislovodsk,Kislovodsk,RU,,Europe/Moscow,43.91,42.72,132771
kyauktan,kyauktan,Kyauktan,MM,Yangon,Asia/Yangon,16.64,96.33,132765
schaerbeek,schaerbeek,Schaerbeek,BE,,Europe/Brussels,50.87,4.38,132761
hoofddorp,hoofddorp,Hoofddorp,NL,,Europe/Amsterdam,52.3,4.69,132734
machiques,machiques,Machiques,VE,,America/Caracas,10.06,-72.55,132734
palakkad,palakkad,Palakkad,IN,,Asia/Kolkata,10.77,76.65,132728
silifke,silifke,Silifke,TR,,Europe/Istanbul,36.38,33.93,132665
charleston,charleston,Charleston,US,South Carolina,America/New_York,32.78,-79.93,132609
langley,langley,Langley,CA,,America/Vancouver,49.1,-122.66,132603
midland,midland,Midland,US,Texas,America/Chicago,32,-102.08,132524
fujinomiya,fujinomiya,Fujinomiya,JP,,Asia/Tokyo,35.22,138.62,132507
mingalatangnyunt,mingalatangnyunt,Mingala Tangnyunt,MM,,Asia/Yangon,16.79,96.17,132494
innsbruck,innsbruck,Innsbruck,AT,,Europe/Vienna,47.26,11.39,132493
kingston_ca_ontario,kingston_ca_ontario,Kingston,CA,Ontario,America/Toronto,44.23,-76.48,132485
wugang,wugang,Wugang,CN,Hunan,Asia/Shanghai,26.73,110.63,132457
gloucester_gb,gloucester_gb,Gloucester,GB,,Europe/London,51.87,-2.24,132416
waco,waco,Waco,US,Texas,America/Chicago,31.55,-97.15,132356
cerro,cerro,Cerro,CU,,America/Havana,23.11,-82.39,132351
zama,zama,Zama,JP,,Asia/Tokyo,35.49,139.39,132325
manokwari,manokwari,Manokwari,ID,,Asia/Jayapura,-0.86,134.06,132300
dimitrovgrad,dimitrovgrad,Dimitrovgrad,RU,,Europe/Ulyanovsk,54.21,49.62,132226
zhalantun,zhalantun,Zhalantun,CN,,Asia/Shanghai,48.01,122.74,132224
bettiah,bettiah,Bettiah,IN,,Asia/Kolkata,26.8,84.5,132209
maijdi,maijdi,Maijdi,BD,,Asia/Dhaka,22.87,91.1,132185
sanpedrogarzagarcia,sanpedrogarzagarcia,San Pedro Garza García,MX,,America/Monterrey,25.66,-100.41,132128
sapucaiadosul,sapucaiadosul,Sapucaia do Sul,BR,,America/Sao_Paulo,-29.82,-51.15,132107
kombolcha,kombolcha,Kombolcha,ET,,Africa/Addis_Ababa,11.08,39.74,132100
muricay,muricay,Muricay,PH,,Asia/Manila,7.83,123.48,132094
sterlingheights,sterlingheights,Sterling Heights,US,,America/Detroit,42.58,-83.03,132052
suratthani,suratthani,Surat Thani,TH,,Asia/Bangkok,9.14,99.33,132040
fuerth,fuerth,Fürth,DE,Bavaria,Europe/Berlin,49.48,10.99,132036
ferrara,ferrara,Ferrara,IT,,Europe/Rome,44.84,11.62,132009
quangjucthinh,quangjucthinh,Quận Đức Thịnh,VN,,Asia/Ho_Chi_Minh,10.31,105.74,132000
omuta,omuta,Ōmuta,JP,,Asia/Tokyo,33.03,130.45,131974
villamercedes,villamercedes,Villa Mercedes,CL,,America/Santiago,-37.4,-71.98,131936
fuji_cn,fuji_cn,Fuji,CN,,Asia/Shanghai,29.15,105.37,131927
palwal,palwal,Palwal,IN,,Asia/Kolkata,28.14,77.33,131926
bielany,bielany,Bielany,PL,Mazovia,Europe/Warsaw,52.29,20.94,131910
dawukou,dawukou,Dawukou,CN,,Asia/Shanghai,39.04,106.4,131880
bulaon,bulaon,Bulaon,PH,,Asia/Manila,15.08,120.66,131818
garut,garut,Garut,ID,,Asia/Jakarta,-7.24,107.92,131809
ajdabiya,ajdabiya,Ajdabiya,LY,,Africa/Tripoli,30.76,20.23,131773
abiko,abiko,Abiko,JP,,Asia/Tokyo,35.87,140.02,131771
kadoma,kadoma,Kadoma,JP,,Asia/Tokyo,34.74,135.57,131727
majie,majie,Majie,CN,Yunnan,Asia/Shanghai,25.03,102.64,131696
bhakkar,bhakkar,Bhakkar,PK,,Asia/Karachi,31.63,71.06,131658
riopequeno,riopequeno,Rio Pequeno,BR,,America/Sao_Paulo,-23.57,-46.76,131631
jijel,jijel,Jijel,DZ,,Africa/Algiers,36.82,5.76,131513
martapura,martapura,Martapura,ID,South Kalimantan,Asia/Makassar,-3.41,114.86,131449
villeurbanne,villeurbanne,Villeurbanne,FR,,Europe/Paris,45.77,4.88,131445
haichau,haichau,Hải Châu,VN,,Asia/Ho_Chi_Minh,15.92,108.13,131427
limbe,limbe,Limbe,CM,,Africa/Douala,4.02,9.21,131381
raniganj_in_westbengal,raniganj_in_westbengal,Rānīganj,IN,West Bengal,Asia/Kolkata,23.62,87.13,131261
hepo,hepo,Hepo,CN,,Asia/Shanghai,23.43,115.83,131238
iranshahr,iranshahr,Iranshahr,IR,,Asia/Tehran,27.2,60.68,131232
soubre,soubre,Soubré,CI,,Africa/Abidjan,5.78,-6.59,131181
onomichi,onomichi,Onomichi,JP,,Asia/Tokyo,34.42,133.2,131170
itapipoca,itapipoca,Itapipoca,BR,,America/Fortaleza,-3.49,-39.58,131123
crato,crato,Crato,BR,,America/Fortaleza,-7.23,-39.41,131050
denton,denton,Denton,US,Texas,America/Chicago,33.21,-97.13,131044
etah,etah,Etah,IN,,Asia/Kolkata,27.56,78.66,131023
pilibhit,pilibhit,Pīlibhīt,IN,,Asia/Kolkata,28.63,79.8,131008
shangzhi,shangzhi,Shangzhi,CN,,Asia/Shanghai,45.21,128,131006
lashio,lashio,Lashio,MM,,Asia/Yangon,22.94,97.75,131000
novomoskovsk,novomoskovsk,Novomoskovsk,RU,,Europe/Moscow,54.01,38.29,130982
matsubara,matsubara,Matsubara,JP,Osaka,Asia/Tokyo,34.57,135.55,130855
abengourou,abengourou,Abengourou,CI,,Africa/Abidjan,6.73,-3.5,130810
albab,albab,Al Bāb,SY,,Asia/Damascus,36.37,37.52,130745
shuangcheng,shuangcheng,Shuangcheng,CN,,Asia/Shanghai,45.38,126.31,130710
exeter,exeter,Exeter,GB,,Europe/London,50.72,-3.53,130709
circoiscrizioneiii,circoiscrizioneiii,Circoiscrizione III,IT,,Europe/Rome,45.06,7.63,130709
ho,ho,Ho,GH,,Africa/Accra,6.6,0.47,130701
narowal,narowal,Narowal,PK,,Asia/Karachi,32.1,74.87,130692
laocai,laocai,Lào Cai,VN,,Asia/Bangkok,22.49,103.97,130671
alajaylat,alajaylat,Al Ajaylat,LY,,Africa/Tripoli,32.76,12.38,130546
udonthani,udonthani,Udon Thani,TH,,Asia/Bangkok,17.42,102.79,130531
baharkah,baharkah,Baḥarkah,IQ,,Asia/Baghdad,36.32,44.04,130518
bayanlepas,bayanlepas,Bayan Lepas,MY,,Asia/Kuala_Lumpur,5.3,100.26,130455
petrogradka,petrogradka,Petrogradka,RU,,Europe/Moscow,59.97,30.31,130455
rajapalayam,rajapalayam,Rajapalayam,IN,,Asia/Kolkata,9.45,77.55,130442
zipaquira,zipaquira,Zipaquirá,CO,,America/Bogota,5.02,-74,130432
jiroft,jiroft,Jīroft,IR,,Asia/Tehran,28.68,57.74,130429
cedarrapids,cedarrapids,Cedar Rapids,US,,America/Chicago,42.01,-91.64,130405
dongyang,dongyang,Dongyang,CN,Zhejiang,Asia/Shanghai,29.27,120.23,130387
nantou,nantou,Nantou,CN,Guangdong,Asia/Shanghai,22.72,113.29,130370
botad,botad,Botad,IN,,Asia/Kolkata,22.17,71.67,130327
nablus,nablus,Nablus,PS,,Asia/Hebron,32.22,35.25,130326
newhaven,newhaven,New Haven,US,Connecticut,America/New_York,41.31,-72.93,130322
arcahaie,arcahaie,Arcahaie,HT,Ouest,America/Port-au-Prince,18.77,-72.51,130306
jiazi,jiazi,Jiazi,CN,Guangdong,Asia/Shanghai,22.88,116.07,130298
foumban,foumban,Foumban,CM,,Africa/Douala,5.73,10.9,130287
roseville,roseville,Roseville,US,California,America/Los_Angeles,38.75,-121.29,130269
quilpue,quilpue,Quilpué,CL,,America/Santiago,-33.05,-71.44,130263
kati,kati,Kati,ML,,Africa/Bamako,12.74,-8.07,130254
serikembangan,serikembangan,Seri Kembangan,MY,,Asia/Kuala_Lumpur,3.03,101.72,130252
kembangan,kembangan,Kembangan,SG,,Asia/Singapore,1.32,103.91,130252
colchester,colchester,Colchester,GB,,Europe/London,51.89,0.9,130245
umea,umea,Umeå,SE,,Europe/Stockholm,63.83,20.26,130224
dindaeng,dindaeng,Din Daeng,TH,,Asia/Bangkok,13.79,100.57,130220
apucarana,apucarana,Apucarana,BR,,America/Sao_Paulo,-23.55,-51.46,130134
sennar,sennar,Sennar,SD,,Africa/Khartoum,13.57,33.57,130122
masaya,masaya,Masaya,NI,,America/Managua,11.97,-86.1,130113
visalia,visalia,Visalia,US,,America/Los_Angeles,36.33,-119.29,130104
caala,caala,Caála,AO,,Africa/Luanda,-12.85,15.56,130000
sonargaon,sonargaon,Sonārgaon,BD,,Asia/Dhaka,23.65,90.62,130000
tottenham,tottenham,Tottenham,GB,,Europe/London,51.6,-0.07,130000
zuglo,zuglo,Zugló,HU,,Europe/Budapest,47.52,19.11,130000
aley,aley,Aley,LB,,Asia/Beirut,33.81,35.6,130000
sanmartin,sanmartin,San Martin,PE,Piura,America/Lima,-5.19,-80.67,130000
tychy,tychy,Tychy,PL,,Europe/Warsaw,50.14,18.97,130000
ramenki,ramenki,Ramenki,RU,,Europe/Moscow,55.7,37.5,130000
wuda,wuda,Wuda,CN,,Asia/Shanghai,39.5,106.71,129922
cambridge_ca_ontario,cambridge_ca_ontario,Cambridge,CA,Ontario,America/Toronto,43.36,-80.31,129920
mardin,mardin,Mardin,TR,,Europe/Istanbul,37.31,40.74,129864
pingxiang_cn_guangxi,pingxiang_cn_guangxi,Pingxiang,CN,Guangxi,Asia/Shanghai,22.1,106.76,129843
zwolle,zwolle,Zwolle,NL,,Europe/Amsterdam,52.51,6.09,129840
baidoa,baidoa,Baidoa,SO,,Africa/Mogadishu,3.11,43.65,129839
samson,samson,Sầm Sơn,VN,,Asia/Ho_Chi_Minh,19.73,105.9,129801
santoantonio,santoantonio,Santo António,CN,,Asia/Macau,22.2,113.54,129800
salford,salford,Salford,GB,,Europe/London,53.49,-2.29,129794
mandibahauddin,mandibahauddin,Mandi Bahauddin,PK,,Asia/Karachi,32.59,73.49,129733
tokat,tokat,Tokat,TR,,Europe/Istanbul,40.31,36.55,129702
erebuni,erebuni,Erebuni,AM,,Asia/Yerevan,40.13,44.53,129700
sukrah,sukrah,Sukrah,TN,,Africa/Tunis,36.88,10.25,129693
omon,omon,Ô Môn,VN,,Asia/Ho_Chi_Minh,10.11,105.62,129683
gapan,gapan,Gapan,PH,,Asia/Manila,15.31,120.95,129610
deoria,deoria,Deoria,IN,,Asia/Kolkata,26.5,83.78,129570
bayambang,bayambang,Bayambang,PH,,Asia/Manila,15.81,120.46,129506
mianwali,mianwali,Mianwali,PK,,Asia/Karachi,32.58,71.53,129500
coralsprings,coralsprings,Coral Springs,US,,America/New_York,26.27,-80.27,129485
sherbrooke,sherbrooke,Sherbrooke,CA,Quebec,America/Toronto,45.4,-71.9,129447
albayda,albayda,Al Bayḑā’,LY,,Africa/Tripoli,32.76,21.76,129439
jardimhelena,jardimhelena,Jardim Helena,BR,,America/Sao_Paulo,-23.48,-46.41,129409
sabara,sabara,Sabará,BR,,America/Sao_Paulo,-19.89,-43.81,129380
aciliacastelfusanoostiaantica,aciliacastelfusanoostiaantica,Acilia-Castel Fusano-Ostia Antica,IT,,Europe/Rome,41.76,12.33,129362
charlottenburg,charlottenburg,Charlottenburg,DE,,Europe/Berlin,52.52,13.28,129359
thousandoaks,thousandoaks,Thousand Oaks,US,,America/Los_Angeles,34.17,-118.84,129339
columbia_us_missouri,columbia_us_missouri,Columbia,US,Missouri,America/Chicago,38.95,-92.33,129330
gyor,gyor,Győr,HU,,Europe/Budapest,47.68,17.64,129301
copiapo,copiapo,Copiapó,CL,,America/Santiago,-27.37,-70.33,129280
vespasiano,vespasiano,Vespasiano,BR,,America/Sao_Paulo,-19.69,-43.92,129246
kokubunji,kokubunji,Kokubunji,JP,,Asia/Tokyo,35.7,139.48,129242
quibdo,quibdo,Quibdó,CO,,America/Bogota,5.69,-76.66,129237
guelmim,guelmim,Guelmim,MA,,Africa/Casablanca,28.99,-10.06,129200
charallave,charallave,Charallave,VE,,America/Caracas,10.24,-66.86,129182
shahrekord,shahrekord,Shahr-e Kord,IR,,Asia/Tehran,32.33,50.86,129153
malambo,malambo,Malambo,CO,,America/Bogota,10.86,-74.77,129148
iwakuni,iwakuni,Iwakuni,JP,,Asia/Tokyo,34.16,132.22,129125
leiyang,leiyang,Leiyang,CN,Hunan,Asia/Shanghai,26.4,112.86,129116
bialoleka,bialoleka,Białołeka,PL,,Europe/Warsaw,52.32,20.97,129106
cadiz,cadiz,Cadiz,PH,,Asia/Manila,10.95,123.29,129053
carnot,carnot,Carnot,CF,,Africa/Bangui,4.94,15.88,129032
batyam,batyam,Bat Yam,IL,,Asia/Jerusalem,32.02,34.75,129012
zacatecas,zacatecas,Zacatecas,MX,Zacatecas,America/Mexico_City,22.77,-102.58,129011
elizabeth,elizabeth,Elizabeth,US,New Jersey,America/New_York,40.66,-74.21,129007
zyablikovo,zyablikovo,Zyablikovo,RU,,Europe/Moscow,55.62,37.77,129000
bingoel,bingoel,Bingöl,TR,,Europe/Istanbul,38.88,40.49,128935
satkhira,satkhira,Sātkhira,BD,,Asia/Dhaka,22.71,89.07,128918
